MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation
SE1800147,Recovery,3,6.48,120,51,69,42.5,17.0,49,2,3,1,1,0,5,11,High,1,False,42.5,Complete at least 49 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800148,AtRisk,6,5.14,120,90,30,75.0,15.0,10,3,6,2,1,0,7,14,High,1,False,47.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800149,Excellent,3,9.17,120,62,58,51.67,20.67,38,0,0,0,0,0,6,3,Low,0,False,71.0,Complete at least 38 more credits.
SE1800150,Recovery,4,6.2,120,63,57,52.5,15.75,37,1,3,0,1,0,5,9,Medium,0,False,57.5,Complete at least 37 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800151,Good,2,8.06,120,39,81,32.5,19.5,61,0,0,0,0,0,5,3,Low,0,False,59.5,Complete at least 61 more credits.
SE1800152,AtRisk,4,5.61,120,52,68,43.33,13.0,48,3,5,1,1,1,5,17,High,1,False,28.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800153,AtRisk,3,5.12,120,39,81,32.5,13.0,61,4,6,1,1,1,5,17,High,1,False,16.5,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800154,Average,5,6.71,120,89,31,74.17,17.8,11,2,1,2,1,0,7,9,Medium,0,False,59.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800155,Good,5,7.78,120,93,27,77.5,18.6,7,0,2,0,0,0,6,2,Low,0,False,82.5,Complete at least 7 more credits.
SE1800156,Average,8,6.25,120,108,12,90.0,13.5,0,2,1,1,0,0,8,5,Low,0,False,80.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800157,AtRisk,5,5.33,120,69,51,57.5,13.8,31,4,5,3,1,1,7,19,High,1,False,21.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800158,Average,6,6.06,120,106,14,88.33,17.67,0,1,3,0,0,0,6,4,Low,0,True,84.0,Retake failed courses as soon as possible.
SE1800159,Good,3,7.59,120,63,57,52.5,21.0,37,1,1,0,0,0,6,5,Low,0,False,66.5,Complete at least 37 more credits. Retake failed courses as soon as possible.
SE1800160,Critical,1,4.48,120,12,108,10.0,12.0,88,5,7,3,3,2,6,24,High,1,False,0.0,Complete at least 88 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800161,Good,3,8.03,120,55,65,45.83,18.33,45,1,0,1,0,0,5,6,Medium,0,False,58.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800162,Average,3,6.08,120,55,65,45.83,18.33,45,2,3,1,1,0,6,11,High,1,False,44.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800163,Good,1,8.3,120,20,100,16.67,20.0,80,1,1,0,0,0,6,5,Low,0,False,45.0,Complete at least 80 more credits. Retake failed courses as soon as possible.
SE1800164,Average,5,6.16,120,80,40,66.67,16.0,20,1,4,0,0,0,6,6,Medium,0,False,69.0,Complete at least 20 more credits. Retake failed courses as soon as possible.
SE1800165,AtRisk,4,5.38,120,68,52,56.67,17.0,32,3,4,3,2,1,6,19,High,1,False,21.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800166,Average,2,6.14,120,35,85,29.17,17.5,65,2,3,2,1,0,5,12,High,1,False,28.5,Complete at least 65 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800167,Excellent,3,9.28,120,62,58,51.67,20.67,38,0,0,0,0,0,6,3,Low,0,False,71.0,Complete at least 38 more credits.
SE1800168,Average,8,6.2,120,110,10,91.67,13.75,0,1,4,0,1,0,8,6,Medium,0,True,79.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800169,AtRisk,7,5.98,120,103,17,85.83,14.71,0,5,3,3,2,1,8,17,High,1,False,34.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800170,Critical,5,4.88,120,75,45,62.5,15.0,25,6,7,4,2,1,6,21,High,1,False,3.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800171,AtRisk,3,5.49,120,41,79,34.17,13.67,59,5,5,2,1,0,5,17,High,1,False,18.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800172,Good,8,8.07,120,120,0,100.0,15.0,0,1,1,0,0,0,8,2,Low,0,True,95.0,Retake failed courses as soon as possible.
SE1800173,Average,4,6.67,120,71,49,59.17,17.75,29,1,2,0,1,0,5,7,Medium,0,False,63.5,Complete at least 29 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800174,Average,3,6.16,120,56,64,46.67,18.67,44,1,3,2,1,0,6,12,High,1,False,42.0,Complete at least 44 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800175,Good,7,7.41,120,118,2,98.33,16.86,0,1,2,0,0,0,8,2,Low,0,True,92.0,Retake failed courses as soon as possible.
SE1800176,Good,5,8.34,120,93,27,77.5,18.6,7,0,0,0,0,0,6,1,Low,0,False,86.5,Complete at least 7 more credits.
SE1800177,AtRisk,4,5.63,120,65,55,54.17,16.25,35,5,5,3,2,1,5,21,High,1,False,11.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800178,AtRisk,5,5.29,120,70,50,58.33,14.0,30,5,3,1,2,1,7,17,High,1,False,30.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800179,Average,4,6.14,120,70,50,58.33,17.5,30,3,3,1,0,0,5,9,Medium,0,False,54.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800180,Good,4,7.4,120,71,49,59.17,17.75,29,0,0,0,0,0,6,2,Low,0,False,75.5,Complete at least 29 more credits.
SE1800181,Good,6,7.24,120,105,15,87.5,17.5,0,1,0,0,0,0,7,1,Low,0,True,89.5,Retake failed courses as soon as possible.
SE1800182,Critical,4,3.63,120,52,68,43.33,13.0,48,8,6,2,3,1,5,21,High,1,False,0.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800183,Good,5,8.26,120,98,22,81.67,19.6,2,1,1,0,0,0,6,3,Low,0,False,84.0,Complete at least 2 more credits. Retake failed courses as soon as possible.
SE1800184,Critical,5,4.64,120,66,54,55.0,13.2,34,5,8,2,2,2,7,23,High,1,False,4.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800185,Excellent,4,9.65,120,76,44,63.33,19.0,24,0,0,0,0,0,6,2,Low,0,False,78.0,Complete at least 24 more credits.
SE1800186,Average,4,6.14,120,72,48,60.0,18.0,28,3,1,0,0,0,6,6,Medium,0,False,65.0,Complete at least 28 more credits. Retake failed courses as soon as possible.
SE1800187,AtRisk,4,5.15,120,66,54,55.0,16.5,34,3,5,3,2,0,6,18,High,1,False,26.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800188,LateStarter,5,6.5,120,88,32,73.33,17.6,12,4,5,2,1,0,6,12,High,1,False,45.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800189,Good,5,8.46,120,97,23,80.83,19.4,3,1,2,0,0,0,6,3,Low,0,False,81.5,Complete at least 3 more credits. Retake failed courses as soon as possible.
SE1800190,AtRisk,5,5.17,120,80,40,66.67,16.0,20,3,4,1,1,0,6,13,High,1,False,52.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800191,Average,4,6.41,120,66,54,55.0,16.5,34,2,4,2,0,0,5,10,Medium,0,False,47.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800192,Average,8,6.47,120,114,6,95.0,14.25,0,2,2,1,1,0,8,7,Medium,0,False,76.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800193,Average,6,6.67,120,100,20,83.33,16.67,0,3,4,0,0,0,7,5,Low,0,True,73.0,Retake failed courses as soon as possible.
SE1800194,Good,8,7.44,120,116,4,96.67,14.5,0,0,2,1,0,0,8,3,Low,0,False,88.0,Complete all prerequisite courses.
SE1800195,Good,7,8.19,120,112,8,93.33,16.0,0,1,0,1,0,0,8,3,Low,0,False,87.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800196,LateStarter,6,6.49,120,101,19,84.17,16.83,0,4,2,1,1,0,7,8,Medium,0,False,63.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800197,Good,6,7.4,120,108,12,90.0,18.0,0,1,0,0,0,0,6,1,Low,0,True,91.0,Retake failed courses as soon as possible.
SE1800198,Average,4,6.63,120,61,59,50.83,15.25,39,1,4,1,1,0,5,11,High,1,False,48.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800199,Excellent,5,9.89,120,103,17,85.83,20.6,0,0,0,0,0,0,7,0,Low,0,True,91.5,You are ready for OJT.
SE1800200,Average,7,6.09,120,107,13,89.17,15.29,0,3,1,0,1,0,8,6,Medium,0,True,77.5,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800201,Recovery,1,6.64,120,18,102,15.0,18.0,82,1,4,1,0,0,6,9,Medium,0,False,32.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800202,Average,2,6.97,120,34,86,28.33,17.0,66,2,4,0,1,0,5,9,Medium,0,False,38.0,Complete at least 66 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800203,AtRisk,4,5.72,120,58,62,48.33,14.5,42,5,4,1,2,1,5,18,High,1,False,22.0,Complete at least 42 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800204,Good,6,8.34,120,106,14,88.33,17.67,0,1,0,1,0,0,6,3,Low,0,False,84.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800205,Average,7,6.01,120,112,8,93.33,16.0,0,1,4,1,1,0,8,8,Medium,0,False,74.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800206,Average,5,6.26,120,91,29,75.83,18.2,9,3,2,0,0,0,7,5,Low,0,False,72.5,Complete at least 9 more credits. Retake failed courses as soon as possible.
SE1800207,Good,5,8.38,120,99,21,82.5,19.8,1,1,2,0,0,0,6,3,Low,0,False,82.5,Complete at least 1 more credits. Retake failed courses as soon as possible.
SE1800208,Good,2,7.23,120,45,75,37.5,22.5,55,1,1,1,0,0,5,7,Medium,0,False,51.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800209,Average,4,6.36,120,63,57,52.5,15.75,37,1,2,2,0,0,6,9,Medium,0,False,52.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800210,Critical,4,4.51,120,58,62,48.33,14.5,42,8,5,4,3,1,6,22,High,1,False,0.0,Complete at least 42 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800211,Good,4,7.84,120,76,44,63.33,19.0,24,1,2,1,0,0,6,6,Medium,0,False,65.0,Complete at least 24 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800212,AtRisk,5,5.57,120,69,51,57.5,13.8,31,4,5,3,1,0,6,17,High,1,False,29.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800213,LateStarter,4,6.49,120,60,60,50.0,15.0,40,2,5,1,1,0,6,12,High,1,False,43.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800214,Good,5,7.99,120,96,24,80.0,19.2,4,0,2,1,0,0,7,4,Low,0,False,78.0,Complete at least 4 more credits. Complete all prerequisite courses.
SE1800215,Average,5,6.22,120,80,40,66.67,16.0,20,1,3,1,1,0,6,10,Medium,0,False,60.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800216,Good,4,7.41,120,82,38,68.33,20.5,18,0,0,1,0,0,5,4,Low,0,False,75.0,Complete at least 18 more credits. Complete all prerequisite courses.
SE1800217,Excellent,5,9.17,120,91,29,75.83,18.2,9,0,0,0,0,0,6,1,Low,0,False,85.5,Complete at least 9 more credits.
SE1800218,AtRisk,6,5.14,120,91,29,75.83,15.17,9,3,5,3,2,0,7,16,High,1,False,38.5,Complete at least 9 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800219,Critical,8,4.28,120,101,19,84.17,12.62,0,7,7,2,2,2,8,20,High,1,False,17.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800220,Average,1,6.34,120,19,101,15.83,19.0,81,3,3,2,1,0,5,13,High,1,False,17.5,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800221,Good,3,7.8,120,53,67,44.17,17.67,47,0,1,0,0,0,6,4,Low,0,False,64.5,Complete at least 47 more credits.
SE1800222,LateStarter,5,6.33,120,85,35,70.83,17.0,15,3,3,1,0,0,7,8,Medium,0,False,61.5,Complete at least 15 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800223,Excellent,5,8.79,120,98,22,81.67,19.6,2,0,0,0,0,0,7,1,Low,0,False,89.0,Complete at least 2 more credits.
SE1800224,Good,7,7.45,120,108,12,90.0,15.43,0,0,0,0,0,0,8,0,Low,0,True,94.0,You are ready for OJT.
SE1800225,Average,5,6.39,120,87,33,72.5,17.4,13,3,3,1,1,0,7,10,Medium,0,False,57.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800226,Good,4,8.32,120,75,45,62.5,18.75,25,0,2,1,0,0,6,5,Low,0,False,67.5,Complete at least 25 more credits. Complete all prerequisite courses.
SE1800227,Good,1,8.29,120,19,101,15.83,19.0,81,0,1,1,0,0,5,6,Medium,0,False,41.5,Complete at least 81 more credits. Complete all prerequisite courses.
SE1800228,Good,4,8.24,120,75,45,62.5,18.75,25,1,1,1,0,0,5,6,Medium,0,False,66.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800229,AtRisk,4,5.14,120,67,53,55.83,16.75,33,4,4,3,1,0,5,16,High,1,False,30.5,Complete at least 33 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800230,Recovery,5,6.56,120,84,36,70.0,16.8,16,1,4,0,0,0,6,6,Medium,0,False,71.0,Complete at least 16 more credits. Retake failed courses as soon as possible.
SE1800231,Good,4,7.09,120,78,42,65.0,19.5,22,1,2,1,0,0,6,6,Medium,0,False,66.0,Complete at least 22 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800232,Excellent,4,8.91,120,76,44,63.33,19.0,24,0,0,0,0,0,5,2,Low,0,False,78.0,Complete at least 24 more credits.
SE1800233,Good,5,7.38,120,93,27,77.5,18.6,7,1,1,0,0,0,7,3,Low,0,False,81.5,Complete at least 7 more credits. Retake failed courses as soon as possible.
SE1800234,Average,8,6.22,120,118,2,98.33,14.75,0,1,1,0,1,0,8,5,Low,0,True,89.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800235,Good,4,7.95,120,79,41,65.83,19.75,21,0,0,1,0,0,5,4,Low,0,False,73.5,Complete at least 21 more credits. Complete all prerequisite courses.
SE1800236,Critical,7,3.84,120,96,24,80.0,13.71,4,8,7,2,2,2,8,21,High,1,False,12.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800237,Critical,5,3.55,120,65,55,54.17,13.0,35,5,6,4,2,2,6,24,High,1,False,0.0,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800238,Good,5,7.84,120,94,26,78.33,18.8,6,1,1,0,0,0,6,3,Low,0,False,82.0,Complete at least 6 more credits. Retake failed courses as soon as possible.
SE1800239,Excellent,3,8.61,120,63,57,52.5,21.0,37,0,0,0,0,0,6,3,Low,0,False,71.5,Complete at least 37 more credits.
SE1800240,Good,5,7.56,120,90,30,75.0,18.0,10,1,0,1,0,0,6,4,Low,0,False,76.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800241,Good,4,8.17,120,70,50,58.33,17.5,30,1,1,1,0,0,5,6,Medium,0,False,64.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1800242,Recovery,4,6.56,120,59,61,49.17,14.75,41,1,2,0,1,0,6,8,Medium,0,False,57.5,Complete at least 41 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800243,Good,2,7.83,120,43,77,35.83,21.5,57,1,1,0,0,0,6,5,Low,0,False,56.5,Complete at least 57 more credits. Retake failed courses as soon as possible.
SE1800244,AtRisk,5,5.55,120,75,45,62.5,15.0,25,5,4,3,2,0,6,17,High,1,False,26.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1800245,Good,3,7.22,120,52,68,43.33,17.33,48,1,1,1,0,0,5,7,Medium,0,False,55.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
